,putCall,symbol,description,exchangeName,bid,ask,last,mark,bidSize,askSize,bidAskSize,lastSize,highPrice,lowPrice,openPrice,closePrice,totalVolume,tradeTimeInLong,quoteTimeInLong,netChange,volatility,delta,gamma,theta,vega,rho,openInterest,timeValue,theoreticalOptionValue,theoreticalVolatility,strikePrice,expirationDate,daysToExpiration,expirationType,lastTradingDay,multiplier,settlementType,deliverableNote,percentChange,markChange,markPercentChange,intrinsicValue,extrinsicValue,optionRoot,exerciseType,high52Week,low52Week,pennyPilot,inTheMoney,mini,nonStandard
124,PUT,SPY   260202P00697000,SPY 02/02/2026 697.00 P,OPR,4.7,4.73,4.72,4.72,141,141,141X141,10,5.49,4.19,0.0,6.27,1132,1769548478096,1769548498438,-1.55,12.039,-0.556,0.037,-0.378,0.35,-0.063,85,3.21,5.091,29.0,697.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,-24.7,-1.56,-24.86,1.51,3.21,SPY,A,9.21,4.19,True,True,False,False
125,PUT,SPY   260202P00698000,SPY 02/02/2026 698.00 P,OPR,5.12,5.28,5.19,5.2,50,68,50X68,1,5.65,4.6,0.0,6.85,313,1769548478281,1769548499621,-1.66,11.732,-0.595,0.037,-0.362,0.343,-0.068,43,2.68,5.566,29.0,698.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,-24.22,-1.65,-24.12,2.51,2.68,SPY,A,11.35,4.6,True,True,False,False
126,PUT,SPY   260202P00699000,SPY 02/02/2026 699.00 P,OPR,5.64,5.8,5.58,5.72,50,68,50X68,2,6.79,5.09,0.0,7.48,96,1769547610889,1769548499621,-1.9,11.408,-0.635,0.037,-0.341,0.333,-0.073,11,2.07,6.078,29.0,699.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,-25.42,-1.76,-23.49,3.51,2.07,SPY,A,19.1,5.09,True,True,False,False
127,PUT,SPY   260202P00700000,SPY 02/02/2026 700.00 P,OPR,6.2,6.37,6.23,6.29,50,69,50X69,1,7.5,5.6,0.0,8.15,207,1769548096926,1769548499621,-1.92,11.096,-0.676,0.037,-0.317,0.318,-0.077,107,1.72,6.638,29.0,700.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,-23.55,-1.87,-22.91,4.51,1.72,SPY,A,12.75,5.6,True,True,False,False
128,PUT,SPY   260202P00701000,SPY 02/02/2026 701.00 P,OPR,6.72,7.01,6.33,6.87,70,70,70X70,1,7.8,6.3,0.0,8.88,16,1769542141262,1769548495932,-2.55,10.767,-0.718,0.035,-0.289,0.3,-0.082,6,0.82,7.238,29.0,701.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,-28.71,-2.02,-22.7,5.51,0.82,SPY,A,13.47,6.3,True,True,False,False
129,PUT,SPY   260202P00702000,SPY 02/02/2026 702.00 P,OPR,7.4,7.67,7.14,7.54,69,69,69X69,1,8.51,6.95,0.0,9.65,16,1769539157405,1769548495932,-2.51,10.428,-0.759,0.034,-0.257,0.277,-0.087,8,0.63,7.883,29.0,702.0,2026-02-02,6,W,1770080400000,100.0,P,100 SPY,-26.0,-2.12,-21.93,6.51,0.63,SPY,A,13.22,6.95,True,True,False,False
130,CALL,SPY   260203C00690000,SPY 02/03/2026 690.00 C,OPR,8.58,8.73,8.66,8.66,52,52,52X52,5,9.41,7.73,0.0,7.22,324,1769548464925,1769548496081,1.44,13.095,0.672,0.029,-0.332,0.346,0.081,662,3.17,8.161,29.0,690.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,19.96,1.44,19.95,5.49,3.17,SPY,A,9.41,3.04,True,True,False,False
131,CALL,SPY   260203C00691000,SPY 02/03/2026 691.00 C,OPR,7.75,8.02,8.3,7.89,76,67,76X67,1,8.36,7.03,0.0,6.53,26,1769546688470,1769548495931,1.77,12.816,0.645,0.03,-0.336,0.357,0.079,156,3.81,7.412,29.0,691.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,27.1,1.35,20.74,4.49,3.81,SPY,A,8.36,2.91,True,True,False,False
132,CALL,SPY   260203C00692000,SPY 02/03/2026 692.00 C,OPR,7.1,7.3,7.72,7.2,52,67,52X67,1,7.81,6.29,0.0,5.87,198,1769544662924,1769548496074,1.85,12.522,0.616,0.032,-0.337,0.366,0.076,168,4.23,6.681,29.0,692.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,31.52,1.33,22.68,3.49,4.23,SPY,A,7.81,2.55,True,True,False,False
133,CALL,SPY   260203C00693000,SPY 02/03/2026 693.00 C,OPR,6.41,6.57,6.47,6.49,52,72,52X72,1,7.14,5.77,0.0,5.24,333,1769548120348,1769548498437,1.23,12.237,0.586,0.033,-0.337,0.373,0.073,621,3.98,5.981,29.0,693.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,23.46,1.25,23.81,2.49,3.98,SPY,A,7.14,2.1,True,True,False,False
134,CALL,SPY   260203C00694000,SPY 02/03/2026 694.00 C,OPR,5.72,5.9,5.92,5.81,70,73,70X73,1,6.33,4.97,0.0,4.64,831,1769547378331,1769548498788,1.28,11.95,0.553,0.035,-0.334,0.378,0.069,813,4.43,5.309,29.0,694.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,27.59,1.17,25.22,1.49,4.43,SPY,A,6.33,1.78,True,True,False,False
135,CALL,SPY   260203C00695000,SPY 02/03/2026 695.00 C,OPR,5.12,5.15,5.14,5.14,143,143,143X143,2,5.75,4.26,0.0,4.08,1844,1769548460376,1769548498441,1.06,11.661,0.519,0.036,-0.329,0.381,0.065,802,4.65,4.67,29.0,695.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,25.98,1.05,25.86,0.49,4.65,SPY,A,5.75,1.54,True,True,False,False
136,CALL,SPY   260203C00696000,SPY 02/03/2026 696.00 C,OPR,4.51,4.54,4.54,4.53,177,146,177X146,1,5.1,3.77,0.0,3.55,2727,1769548467191,1769548499028,0.99,12.577,0.485,0.033,-0.356,0.382,0.061,581,4.54,4.525,29.0,696.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,27.89,0.98,27.46,-0.51,5.05,SPY,A,5.1,1.43,True,False,False,False
137,CALL,SPY   260203C00697000,SPY 02/03/2026 697.00 C,OPR,3.94,3.96,3.96,3.95,45,146,45X146,1,4.5,3.21,0.0,3.05,1490,1769548206321,1769548500515,0.91,12.275,0.45,0.034,-0.345,0.379,0.057,667,3.96,3.948,29.0,697.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,29.84,0.9,29.51,-1.51,5.47,SPY,A,4.5,1.19,True,False,False,False
138,CALL,SPY   260203C00698000,SPY 02/03/2026 698.00 C,OPR,3.39,3.42,3.42,3.41,186,149,186X149,5,3.89,2.81,0.0,2.6,1497,1769548465058,1769548499731,0.82,11.959,0.415,0.034,-0.331,0.373,0.053,506,3.42,3.403,29.0,698.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,31.54,0.81,30.96,-2.51,5.93,SPY,A,3.89,1.31,True,False,False,False
139,CALL,SPY   260203C00699000,SPY 02/03/2026 699.00 C,OPR,2.89,2.91,2.98,2.9,194,154,194X154,1,3.35,2.39,0.0,2.19,2900,1769548115271,1769548498431,0.79,11.646,0.378,0.034,-0.313,0.364,0.049,320,2.98,2.898,29.0,699.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,36.16,0.72,32.72,-3.51,6.49,SPY,A,3.35,0.86,True,False,False,False
140,CALL,SPY   260203C00700000,SPY 02/03/2026 700.00 C,OPR,2.43,2.45,2.45,2.44,206,163,206X163,1,2.88,1.98,0.0,1.81,3419,1769548388016,1769548498435,0.64,11.349,0.34,0.034,-0.294,0.351,0.044,883,2.45,2.44,29.0,700.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,35.36,0.63,34.81,-4.51,6.96,SPY,A,2.88,0.7,True,False,False,False
141,CALL,SPY   260203C00701000,SPY 02/03/2026 701.00 C,OPR,2.01,2.03,2.03,2.02,215,172,215X172,3,2.42,1.64,0.0,1.48,1618,1769548462267,1769548498436,0.55,11.046,0.303,0.033,-0.271,0.335,0.039,434,2.03,2.02,29.0,701.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,37.29,0.54,36.95,-5.51,7.54,SPY,A,2.42,0.66,True,False,False,False
142,CALL,SPY   260203C00702000,SPY 02/03/2026 702.00 C,OPR,1.63,1.65,1.67,1.64,235,179,235X179,25,2.0,1.28,0.0,1.19,756,1769547860446,1769548495965,0.48,10.733,0.265,0.032,-0.246,0.314,0.034,2211,1.67,1.64,29.0,702.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,40.51,0.45,38.4,-6.51,8.18,SPY,A,2.0,0.48,True,False,False,False
143,PUT,SPY   260203P00690000,SPY 02/03/2026 690.00 P,OPR,2.72,2.74,2.77,2.73,155,155,155X155,1,3.36,2.39,0.0,3.68,928,1769548316507,1769548498431,-0.9,13.095,-0.329,0.029,-0.34,0.346,-0.044,807,2.77,2.73,29.0,690.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,-24.49,-0.94,-25.71,-5.49,8.26,SPY,A,15.18,2.39,True,False,False,False
144,PUT,SPY   260203P00691000,SPY 02/03/2026 691.00 P,OPR,2.97,2.99,2.99,2.98,191,152,191X152,1,3.59,2.6,0.0,4.0,727,1769548456034,1769548498433,-1.0,12.816,-0.355,0.03,-0.344,0.357,-0.047,533,2.99,2.98,29.0,691.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,-25.03,-1.01,-25.41,-4.49,7.48,SPY,A,7.56,2.6,True,False,False,False
145,PUT,SPY   260203P00692000,SPY 02/03/2026 692.00 P,OPR,3.24,3.26,3.25,3.25,185,50,185X50,1,3.96,2.88,0.0,4.34,989,1769548141931,1769548498469,-1.09,12.522,-0.384,0.032,-0.346,0.366,-0.051,525,3.25,3.25,29.0,692.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,-25.12,-1.09,-25.12,-3.49,6.74,SPY,A,12.01,2.88,True,False,False,False
146,PUT,SPY   260203P00693000,SPY 02/03/2026 693.00 P,OPR,3.54,3.56,3.55,3.55,182,50,182X50,1,4.34,3.13,0.0,4.72,819,1769548434143,1769548500055,-1.17,12.237,-0.414,0.033,-0.346,0.373,-0.055,657,3.55,3.55,29.0,693.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,-24.79,-1.17,-24.79,-2.49,6.04,SPY,A,9.08,3.13,True,False,False,False
147,PUT,SPY   260203P00694000,SPY 02/03/2026 694.00 P,OPR,3.87,3.89,3.9,3.88,179,45,179X45,1,4.71,3.45,0.0,5.13,1793,1769548189458,1769548498464,-1.23,11.95,-0.447,0.035,-0.343,0.379,-0.06,256,3.9,3.878,29.0,694.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,-23.99,-1.25,-24.32,-1.49,5.39,SPY,A,6.94,3.45,True,False,False,False
148,PUT,SPY   260203P00695000,SPY 02/03/2026 695.00 P,OPR,4.23,4.25,4.24,4.24,176,65,176X65,6,5.07,3.75,0.0,5.58,1552,1769548498246,1769548498464,-1.34,11.661,-0.481,0.036,-0.338,0.381,-0.064,36,4.24,4.24,29.0,695.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,-24.03,-1.34,-23.97,-0.49,4.73,SPY,A,18.64,3.75,True,False,False,False
149,PUT,SPY   260203P00696000,SPY 02/03/2026 696.00 P,OPR,4.62,4.65,4.56,4.64,145,145,145X145,1,5.61,4.1,0.0,6.06,1849,1769547920528,1769548498467,-1.5,12.577,-0.515,0.033,-0.365,0.382,-0.069,6,4.05,5.095,29.0,696.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,-24.76,-1.42,-23.51,0.51,4.05,SPY,A,9.6,4.1,True,True,False,False
150,PUT,SPY   260203P00697000,SPY 02/03/2026 697.00 P,OPR,5.05,5.08,5.0,5.06,142,142,142X142,2,5.95,4.5,0.0,6.57,623,1769547920946,1769548498434,-1.57,12.275,-0.55,0.034,-0.354,0.379,-0.073,2,3.49,5.518,29.0,697.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,-23.88,-1.51,-22.95,1.51,3.49,SPY,A,15.14,4.5,True,True,False,False
151,PUT,SPY   260203P00698000,SPY 02/03/2026 698.00 P,OPR,5.45,5.61,5.43,5.53,52,52,52X52,2,6.08,5.04,0.0,7.14,326,1769547588436,1769548496967,-1.71,11.959,-0.585,0.034,-0.339,0.373,-0.078,6,2.92,5.973,29.0,698.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,-23.94,-1.61,-22.57,2.51,2.92,SPY,A,11.28,5.04,True,True,False,False
152,PUT,SPY   260203P00699000,SPY 02/03/2026 699.00 P,OPR,5.94,6.14,5.54,6.04,56,68,56X68,1,6.23,5.51,0.0,7.75,11,1769542630559,1769548499611,-2.21,11.646,-0.622,0.034,-0.322,0.364,-0.083,2,2.03,6.468,29.0,699.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,-28.53,-1.71,-22.04,3.51,2.03,SPY,A,10.85,5.51,True,True,False,False
153,PUT,SPY   260203P00700000,SPY 02/03/2026 700.00 P,OPR,6.51,6.69,6.4,6.6,50,68,50X68,30,7.73,5.93,0.0,8.4,243,1769547153641,1769548499611,-2.0,11.349,-0.66,0.034,-0.303,0.351,-0.088,23,1.89,7.01,29.0,700.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,-23.82,-1.8,-21.41,4.51,1.89,SPY,A,13.21,5.93,True,True,False,False
154,PUT,SPY   260203P00701000,SPY 02/03/2026 701.00 P,OPR,7.06,7.29,6.99,7.18,70,70,70X70,3,8.33,6.99,0.0,9.09,6,1769534516107,1769548496026,-2.1,11.046,-0.697,0.033,-0.28,0.334,-0.093,0,1.48,7.59,29.0,701.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,-23.09,-1.92,-21.09,5.51,1.48,SPY,A,9.88,6.99,True,True,False,False
155,PUT,SPY   260203P00702000,SPY 02/03/2026 702.00 P,OPR,7.71,7.93,7.2,7.82,69,69,69X69,1,9.21,7.08,0.0,9.84,53,1769545363320,1769548495931,-2.64,10.733,-0.735,0.032,-0.255,0.314,-0.098,5,0.69,8.21,29.0,702.0,2026-02-03,7,W,1770166800000,100.0,P,100 SPY,-26.83,-2.02,-20.52,6.51,0.69,SPY,A,19.6,7.08,True,True,False,False
156,CALL,SPY   260204C00690000,SPY 02/04/2026 690.00 C,OPR,8.99,9.24,9.34,9.12,75,71,75X71,1,9.85,8.41,0.0,7.72,60,1769547176699,1769548495931,1.62,13.351,0.659,0.027,-0.322,0.376,0.092,512,3.85,8.583,29.0,690.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,21.0,1.4,18.13,5.49,3.85,SPY,A,9.85,3.5,True,True,False,False
157,CALL,SPY   260204C00691000,SPY 02/04/2026 691.00 C,OPR,8.28,8.5,8.4,8.39,73,72,73X72,3,8.8,7.74,0.0,7.03,18,1769547719632,1769548495932,1.37,13.087,0.634,0.028,-0.324,0.385,0.089,179,3.91,7.844,29.0,691.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,19.49,1.36,19.34,4.49,3.91,SPY,A,8.8,4.98,True,True,False,False
158,CALL,SPY   260204C00692000,SPY 02/04/2026 692.00 C,OPR,7.57,7.78,7.83,7.68,73,72,73X72,50,8.34,6.7,0.0,6.37,1025,1769547491432,1769548499614,1.46,12.811,0.607,0.029,-0.325,0.394,0.086,295,4.34,7.121,29.0,692.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,22.9,1.3,20.41,3.49,4.34,SPY,A,8.34,4.71,True,True,False,False
159,CALL,SPY   260204C00693000,SPY 02/04/2026 693.00 C,OPR,6.87,7.09,7.0,6.98,73,76,73X76,1,7.62,6.16,0.0,5.74,112,1769548458893,1769548499614,1.26,12.537,0.579,0.03,-0.324,0.4,0.083,388,4.51,6.426,29.0,693.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,21.94,1.24,21.56,2.49,4.51,SPY,A,7.62,3.99,True,True,False,False
160,CALL,SPY   260204C00694000,SPY 02/04/2026 694.00 C,OPR,6.2,6.41,6.38,6.31,72,75,72X75,3,6.8,5.54,0.0,5.14,80,1769548111124,1769548498306,1.24,12.257,0.549,0.032,-0.321,0.405,0.079,303,4.89,5.756,29.0,694.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,24.12,1.17,22.67,1.49,4.89,SPY,A,6.8,3.4,True,True,False,False
161,CALL,SPY   260204C00695000,SPY 02/04/2026 695.00 C,OPR,5.64,5.66,5.65,5.65,118,118,118X118,1,6.26,4.85,0.0,4.57,948,1769548442109,1769548498465,1.08,11.981,0.518,0.032,-0.316,0.408,0.075,507,5.16,5.118,29.0,695.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,23.63,1.08,23.63,0.49,5.16,SPY,A,6.26,1.92,True,True,False,False
162,CALL,SPY   260204C00696000,SPY 02/04/2026 696.00 C,OPR,5.03,5.05,5.13,5.04,65,145,65X145,3,5.61,4.29,0.0,4.03,702,1769548111124,1769548499026,1.1,13.002,0.487,0.03,-0.344,0.408,0.071,79,5.13,5.04,29.0,696.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,27.3,1.01,25.06,-0.51,5.64,SPY,A,5.61,2.73,True,False,False,False
163,CALL,SPY   260204C00697000,SPY 02/04/2026 697.00 C,OPR,4.44,4.47,4.62,4.46,180,146,180X146,1,5.0,3.84,0.0,3.53,1287,1769547464240,1769548498437,1.09,12.705,0.456,0.03,-0.334,0.406,0.066,211,4.62,4.453,29.0,697.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,30.88,0.93,26.2,-1.51,6.13,SPY,A,5.0,2.33,True,False,False,False
164,CALL,SPY   260204C00698000,SPY 02/04/2026 698.00 C,OPR,3.9,3.92,3.92,3.91,91,148,91X148,1,4.38,3.4,0.0,3.06,911,1769548432983,1769548500041,0.86,12.427,0.424,0.031,-0.322,0.401,0.062,549,3.92,3.908,29.0,698.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,28.1,0.85,27.78,-2.51,6.43,SPY,A,4.38,2.06,True,False,False,False
165,CALL,SPY   260204C00699000,SPY 02/04/2026 699.00 C,OPR,3.38,3.41,3.37,3.4,192,152,192X152,1,3.86,2.92,0.0,2.63,716,1769547615038,1769548498440,0.74,12.14,0.391,0.031,-0.308,0.393,0.057,619,3.37,3.395,29.0,699.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,28.14,0.77,29.09,-3.51,6.88,SPY,A,3.86,1.68,True,False,False,False
166,CALL,SPY   260204C00700000,SPY 02/04/2026 700.00 C,OPR,2.91,2.93,2.97,2.92,158,158,158X158,4,3.35,2.5,0.0,2.23,505,1769548060421,1769548498433,0.74,11.864,0.358,0.031,-0.292,0.382,0.053,495,2.97,2.92,29.0,700.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,33.18,0.69,30.94,-4.51,7.48,SPY,A,3.35,0.83,True,False,False,False
167,CALL,SPY   260204C00701000,SPY 02/04/2026 701.00 C,OPR,2.47,2.49,2.53,2.48,212,166,212X166,1,2.9,2.07,0.0,1.87,489,1769547967158,1769548498431,0.66,11.582,0.323,0.03,-0.274,0.368,0.048,1596,2.53,2.48,29.0,701.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,35.29,0.61,32.62,-5.51,8.04,SPY,A,2.9,1.16,True,False,False,False
168,CALL,SPY   260204C00702000,SPY 02/04/2026 702.00 C,OPR,2.07,2.09,2.26,2.08,230,176,230X176,1,2.43,1.74,0.0,1.55,511,1769545699570,1769548495967,0.71,11.305,0.289,0.03,-0.254,0.351,0.043,652,2.26,2.08,29.0,702.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,45.81,0.53,34.19,-6.51,8.77,SPY,A,2.43,0.97,True,False,False,False
169,PUT,SPY   260204P00690000,SPY 02/04/2026 690.00 P,OPR,3.13,3.15,3.18,3.14,194,154,194X154,21,3.67,2.8,0.0,4.09,2170,1769548294192,1769548498222,-0.91,13.351,-0.341,0.027,-0.328,0.376,-0.052,393,3.18,3.14,29.0,690.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,-22.25,-0.95,-23.23,-5.49,8.67,SPY,A,12.62,2.8,True,False,False,False
170,PUT,SPY   260204P00691000,SPY 02/04/2026 691.00 P,OPR,3.39,3.41,3.27,3.4,152,152,152X152,1,3.91,3.02,0.0,4.41,382,1769547094184,1769548498222,-1.14,13.087,-0.366,0.028,-0.33,0.385,-0.056,341,3.27,3.4,29.0,691.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,-25.85,-1.01,-22.9,-4.49,7.76,SPY,A,8.01,3.02,True,False,False,False
171,PUT,SPY   260204P00692000,SPY 02/04/2026 692.00 P,OPR,3.67,3.69,3.47,3.68,184,145,184X145,11,4.35,3.25,0.0,4.76,174,1769546397328,1769548498432,-1.29,12.811,-0.393,0.029,-0.331,0.394,-0.06,213,3.47,3.678,29.0,692.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,-27.1,-1.08,-22.69,-3.49,6.96,SPY,A,7.29,3.25,True,False,False,False
172,PUT,SPY   260204P00693000,SPY 02/04/2026 693.00 P,OPR,3.97,4.0,4.0,3.99,148,148,148X148,1,4.75,3.57,0.0,5.14,1641,1769548494588,1769548498441,-1.13,12.537,-0.421,0.03,-0.33,0.401,-0.064,300,4.0,3.983,29.0,693.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,-22.01,-1.15,-22.4,-2.49,6.49,SPY,A,8.81,3.57,True,False,False,False
173,PUT,SPY   260204P00694000,SPY 02/04/2026 694.00 P,OPR,4.3,4.33,4.32,4.31,177,146,177X146,10,5.05,3.86,0.0,5.54,1516,1769548456670,1769548499283,-1.22,12.257,-0.451,0.032,-0.327,0.405,-0.069,137,4.32,4.313,29.0,694.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,-22.01,-1.23,-22.14,-1.49,5.81,SPY,A,9.37,3.86,True,False,False,False
174,PUT,SPY   260204P00695000,SPY 02/04/2026 695.00 P,OPR,4.66,4.69,4.69,4.68,121,121,121X121,1,5.57,4.19,0.0,5.98,1942,1769548253691,1769548498464,-1.29,11.981,-0.482,0.032,-0.322,0.408,-0.074,49,4.69,4.675,29.0,695.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,-21.57,-1.31,-21.85,-0.49,5.18,SPY,A,14.5,4.19,True,False,False,False
175,PUT,SPY   260204P00696000,SPY 02/04/2026 696.00 P,OPR,5.05,5.08,5.05,5.06,121,121,121X121,1,5.73,4.54,0.0,6.45,970,1769548392790,1769548498464,-1.4,13.002,-0.513,0.03,-0.35,0.408,-0.079,22,4.54,5.598,29.0,696.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,-21.69,-1.39,-21.52,0.51,4.54,SPY,A,8.0,4.54,True,True,False,False
176,PUT,SPY   260204P00697000,SPY 02/04/2026 697.00 P,OPR,5.48,5.51,5.4,5.5,118,118,118X118,2,6.2,4.96,0.0,6.97,665,1769547608930,1769548498221,-1.57,12.705,-0.544,0.03,-0.34,0.406,-0.083,5,3.89,6.01,29.0,697.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,-22.53,-1.47,-21.14,1.51,3.89,SPY,A,6.97,4.96,True,True,False,False
177,PUT,SPY   260204P00698000,SPY 02/04/2026 698.00 P,OPR,5.86,6.04,5.44,5.95,50,50,50X50,1,6.65,5.44,0.0,7.51,7,1769531191825,1769548495225,-2.07,12.427,-0.576,0.031,-0.328,0.401,-0.088,6,2.93,6.465,29.0,698.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,-27.55,-1.56,-20.82,2.51,2.93,SPY,A,7.71,5.44,True,True,False,False
178,PUT,SPY   260204P00699000,SPY 02/04/2026 699.00 P,OPR,6.33,6.54,6.16,6.44,75,50,75X50,1,7.62,5.94,0.0,8.1,29,1769546961581,1769548495866,-1.94,12.14,-0.609,0.031,-0.314,0.393,-0.093,2,2.65,6.953,29.0,699.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,-23.94,-1.67,-20.59,3.51,2.65,SPY,A,8.15,5.94,True,True,False,False
179,PUT,SPY   260204P00700000,SPY 02/04/2026 700.00 P,OPR,6.89,7.07,6.85,6.98,50,50,50X50,10,7.21,6.35,0.0,8.73,60,1769547506846,1769548495221,-1.88,11.864,-0.642,0.031,-0.298,0.382,-0.098,22,2.34,7.478,29.0,700.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,-21.54,-1.75,-20.01,4.51,2.34,SPY,A,20.39,6.35,True,True,False,False
180,PUT,SPY   260204P00701000,SPY 02/04/2026 701.00 P,OPR,7.44,7.65,9.72,7.55,71,66,71X66,1,0.0,0.0,0.0,9.39,0,1769440678237,1769548499926,0.33,11.582,-0.677,0.03,-0.28,0.368,-0.104,0,4.21,8.038,29.0,701.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,3.51,-1.85,-19.68,5.51,4.21,SPY,A,9.72,9.72,True,True,False,False
181,PUT,SPY   260204P00702000,SPY 02/04/2026 702.00 P,OPR,8.05,8.31,7.75,8.18,70,70,70X70,1,7.75,7.75,0.0,10.11,1,1769533368174,1769548495932,-2.36,11.305,-0.711,0.03,-0.26,0.351,-0.109,0,1.24,8.638,29.0,702.0,2026-02-04,8,W,1770253200000,100.0,P,100 SPY,-23.35,-1.93,-19.06,6.51,1.24,SPY,A,13.43,7.75,True,True,False,False
182,CALL,SPY   260205C00690000,SPY 02/05/2026 690.00 C,OPR,9.54,9.7,9.62,9.62,50,52,50X52,1,9.99,8.74,0.0,8.18,15,1769547897689,1769548495194,1.44,13.559,0.649,0.025,-0.311,0.403,0.102,289,4.13,8.981,29.0,690.0,2026-02-05,9,W,1770339600000,100.0,P,100 SPY,17.61,1.44,17.62,5.49,4.13,SPY,A,9.99,5.85,True,True,False,False
183,CALL,SPY   260205C00691000,SPY 02/05/2026 691.00 C,OPR,8.73,8.99,9.27,8.86,77,66,77X66,10,9.27,7.92,0.0,7.5,13,1769533356794,1769548495934,1.77,13.313,0.625,0.026,-0.313,0.412,0.099,0,4.78,8.251,29.0,691.0,2026-02-05,9,W,1770339600000,100.0,P,100 SPY,23.61,1.36,18.16,4.49,4.78,SPY,A,9.27,5.39,True,True,False,False
184,CALL,SPY   260205C00692000,SPY 02/05/2026 692.00 C,OPR,8.04,8.27,8.6,8.15,74,72,74X72,1,8.6,7.17,0.0,6.84,15,1769544343528,1769548499613,1.76,13.048,0.6,0.027,-0.313,0.42,0.096,192,5.11,7.536,29.0,692.0,2026-02-05,9,W,1770339600000,100.0,P,100 SPY,25.72,1.31,19.2,3.49,5.11,SPY,A,8.6,4.8,True,True,False,False
185,CALL,SPY   260205C00693000,SPY 02/05/2026 693.00 C,OPR,7.33,7.59,7.75,7.46,79,76,79X76,1,7.85,6.55,0.0,6.21,79,1769540703890,1769548495866,1.54,12.784,0.574,0.028,-0.312,0.426,0.092,774,5.26,6.843,29.0,693.0,2026-02-05,9,W,1770339600000,100.0,P,100 SPY,24.8,1.25,20.14,2.49,5.26,SPY,A,7.85,4.28,True,True,False,False
186,CALL,SPY   260205C00694000,SPY 02/05/2026 694.00 C,OPR,6.65,6.9,7.1,6.78,80,68,80X68,1,7.36,5.9,0.0,5.61,145,1769546776730,1769548495864,1.49,12.522,0.546,0.029,-0.309,0.431,0.088,131,5.61,6.178,29.0,694.0,2026-02-05,9,W,1770339600000,100.0,P,100 SPY,26.58,1.17,20.87,1.49,5.61,SPY,A,7.36,3.83,True,True,False,False
